SSN,LAST,FIRST,YEAR
DRGXVR24G456KB,Draghi,Xavier,1924
MLNLAI2L219RW,Melone,Ali,2002
MTTNRC73Z403JJ,Mattei,Enrica,1973
RSSLCU68G456SY,Rossi,Lucia,1968
NREGRG10R129LJ,Neri,Giorgio,2010
XVRLCU1A213GX,Xavier,Lucia,2001
DRGLCU94L219LU,Draghi,Luca,1994
RSSLCU7F789IS,Russo,Luca,2007
NRELCU53R129QS,Neri,Luca,1953
VRDGRG37L219KA,Verdi,Giorgio,1937
MTTGRG29G456BL,Mattei,Giorgio,1929
RSSGRG21A213IT,Russo,Giorgio,2021
NREPLA0R129GJ,Neri,Paola,2000
XVRNRC70H501BA,Xavier,Enrica,1970
XVRLCU83L219QQ,Xavier,Lucia,1983
NREXVR88A213LW,Neri,Xavier,1988
NREGRG94A213WM,Neri,Giorgio,1994
NRELCU75R129BA,Neri,Luca,1975
RSSPLA4A213QM,Russo,Paola,2004
MLNXVR61R129OE,Melone,Xavier,1961
RSSPLA74A213BG,Rossi,Paola,1974
MLNLCU6G456GG,Melone,Lucia,2006
NREGRG54H501MA,Neri,Giorgio,1954
BCALCU85A213PV,Abaco,Luca,1985
VRDLAI86Z403TH,Verdi,Ali,1986
RSSXVR11A213PA,Rossi,Xavier,2011
XVRGRG88L219AS,Xavier,Giorgio,1988
MTTXVR89H501FX,Mattei,Xavier,1989
VRDNRC89Z403KF,Verdi,Enrica,1989
DRGNNA23A213IX,Draghi,Anna,1923
RSSLCU95H501IJ,Russo,Lucia,1995
RSSLCU5H501UB,Rossi,Luca,2005
XVRMRM27L219RT,Xavier,Miriam,1927
MTTPLA61A213DH,Mattei,Paola,1961
MTTLAI33L219CX,Mattei,Ali,1933
BCANNA95G456YM,Abaco,Anna,1995
VRDLAI80F789GR,Verdi,Ali,1980
RSSNNA61R129TU,Russo,Anna,1961
DRGGRG32L219JJ,Draghi,Giorgio,1932
XVRPLA48L219TY,Xavier,Paola,1948
RSSXVR39A213UT,Rossi,Xavier,1939
VRDNNA81R129EF,Verdi,Anna,1981
BCAPLA49L219OJ,Abaco,Paola,1949
RSSGRG85Z403VK,Russo,Giorgio,1985
VRDXVR61G456WL,Verdi,Xavier,1961
RSSXVR86R129SV,Rossi,Xavier,1986
BCAGRG61H501IA,Abaco,Giorgio,1961
MLNMRM92L219PE,Melone,Miriam,1992
DRGGRG76F789UG,Draghi,Giorgio,1976
VRDGRG85G456BU,Verdi,Giorgio,1985
VRDNNA97L219RL,Verdi,Anna,1997
NREXVR70G456TQ,Neri,Xavier,1970
DRGNNA3F789VT,Draghi,Anna,2003
MLNMRM9R129MV,Melone,Miriam,2009
RSSNNA86L219PG,Rossi,Anna,1986
NRELCU58R129WY,Neri,Luca,1958
MLNGRG97Z403RH,Melone,Giorgio,1997
DRGGRG77H501NT,Draghi,Giorgio,1977
VRDNNA55H501JB,Verdi,Anna,1955
RSSMRA12L219AM,Rossi,Mario,2012
BCAXVR65R129KA,Abaco,Xavier,1965
MTTNNA38R129QS,Mattei,Anna,1938
RSSPLA71R129JY,Russo,Paola,1971
XVRNNA81A213YS,Xavier,Anna,1981
BCANNA62H501PF,Abaco,Anna,1962
BCALCU29G456VV,Abaco,Luca,1929
VRDNRC58G456WW,Verdi,Enrica,1958
MTTGRG33H501XM,Mattei,Giorgio,1933
BCAMRM25H501OU,Abaco,Miriam,1925
MTTNNA92G456TW,Mattei,Anna,1992
RSSPLA22R129MP,Rossi,Paola,1922
MTTLAI70G456JQ,Mattei,Ali,1970
RSSNNA27F789IF,Rossi,Anna,1927
DRGPLA20G456OT,Draghi,Paola,2020
LTTNNA32G456HF,Letto,Anna,1932
LTTNNA89G456YA,Letto,Anna,1989
DRGNNA51R129YL,Draghi,Anna,1951
LTTNRC51A213WT,Letto,Enrica,1951
NREMRA30Z403CM,Neri,Mario,1930
DRGXVR84H501OV,Draghi,Xavier,1984
DRGMRM4A213DI,Draghi,Miriam,2004
LTTMRA99L219IH,Letto,Mario,1999
XVRLCU57G456PE,Xavier,Luca,1957
VRDNRC29Z403YI,Verdi,Enrica,1929
VRDLCU17F789BW,Verdi,Lucia,2017
DRGNNA63F789AC,Draghi,Anna,1963
MTTMRM38G456HL,Mattei,Miriam,1938
MTTPLA32F789XV,Mattei,Paola,1932
NRELAI88Z403SR,Neri,Ali,1988
LTTLAI10G456BP,Letto,Ali,2010
VRDNRC94R129SU,Verdi,Enrica,1994
NRELCU35H501EP,Neri,Luca,1935
MTTMRA21Z403PP,Mattei,Mario,2021
MTTMRA42H501HF,Mattei,Mario,1942
VRDNNA10A213OX,Verdi,Anna,2010
MTTXVR10H501LO,Mattei,Xavier,2010
BCAXVR56R129BM,Abaco,Xavier,1956
XVRMRM8R129BG,Xavier,Miriam,2008
RSSGRG40R129XC,Rossi,Giorgio,1940
DRGNNA90L219DY,Draghi,Anna,1990
RSSLCU41H501JE,Russo,Luca,1941
LTTNNA43Z403DO,Letto,Anna,1943
MLNNNA53Z403WD,Melone,Anna,1953
RSSXVR76F789DI,Rossi,Xavier,1976
NRENRC79A213GX,Neri,Enrica,1979
XVRGRG42H501CG,Xavier,Giorgio,1942
RSSMRA35R129OW,Russo,Mario,1935
NREXVR57R129KB,Neri,Xavier,1957
VRDMRM24Z403YJ,Verdi,Miriam,1924
XVRPLA77G456TQ,Xavier,Paola,1977
VRDGRG15H501EX,Verdi,Giorgio,2015
LTTXVR36L219HK,Letto,Xavier,1936
RSSLCU72F789HP,Russo,Luca,1972
BCAPLA95G456JD,Abaco,Paola,1995
RSSMRA65H501XI,Russo,Mario,1965
LTTMRA41L219OO,Letto,Mario,1941
NRENRC36R129BP,Neri,Enrica,1936
BCAMRA5G456MY,Abaco,Mario,2005
BCAGRG24A213PQ,Abaco,Giorgio,1924
RSSMRM65Z403VO,Russo,Miriam,1965
MLNPLA66L219EQ,Melone,Paola,1966
BCAXVR37H501PK,Abaco,Xavier,1937
RSSXVR18G456JY,Rossi,Xavier,2018
RSSGRG54L219NH,Rossi,Giorgio,1954
BCAPLA14Z403GF,Abaco,Paola,2014
DRGMRA56H501XO,Draghi,Mario,1956
VRDNRC52R129BA,Verdi,Enrica,1952
RSSLCU13R129NG,Russo,Lucia,2013
NREXVR19G456FX,Neri,Xavier,2019
MTTNNA78L219LN,Mattei,Anna,1978
MTTGRG15H501JN,Mattei,Giorgio,2015
XVRMRA75R129LK,Xavier,Mario,1975
RSSMRM23H501PJ,Rossi,Miriam,1923
RSSMRM8F789FO,Rossi,Miriam,2008
VRDNRC37L219YO,Verdi,Enrica,1937
RSSLCU41L219YY,Russo,Lucia,1941
MLNLCU51R129QY,Melone,Lucia,1951
RSSMRM30A213CS,Rossi,Miriam,1930
XVRNRC27G456QJ,Xavier,Enrica,1927
NREMRM5Z403AX,Neri,Miriam,2005
RSSXVR67A213XJ,Russo,Xavier,1967
MLNXVR47H501LQ,Melone,Xavier,1947
MTTLCU12R129TE,Mattei,Luca,2012
VRDNRC94R129LR,Verdi,Enrica,1994
VRDPLA53H501HS,Verdi,Paola,1953
LTTXVR52L219KT,Letto,Xavier,1952
BCAXVR82L219DJ,Abaco,Xavier,1982
NRENNA70L219WR,Neri,Anna,1970
NRENRC40R129VG,Neri,Enrica,1940
DRGGRG28H501LI,Draghi,Giorgio,1928
DRGLCU62A213ER,Draghi,Luca,1962
LTTXVR71R129EY,Letto,Xavier,1971
DRGNNA84L219VD,Draghi,Anna,1984
LTTLCU0Z403QK,Letto,Luca,2000
RSSPLA72A213KU,Russo,Paola,1972
RSSNNA24H501YO,Rossi,Anna,1924
DRGLCU53Z403WH,Draghi,Luca,1953
NRELCU28Z403RC,Neri,Lucia,1928
MTTMRM33G456IX,Mattei,Miriam,1933
DRGMRA67H501SS,Draghi,Mario,1967
LTTLCU36A213RE,Letto,Luca,1936
BCAXVR30R129NG,Abaco,Xavier,1930
BCALCU71A213PP,Abaco,Luca,1971
NREXVR51L219PQ,Neri,Xavier,1951
NREMRA65Z403PY,Neri,Mario,1965
XVRLCU26Z403YW,Xavier,Luca,1926
NRELCU49R129BP,Neri,Lucia,1949
BCAMRA49L219IU,Abaco,Mario,1949
RSSMRM24Z403MK,Russo,Miriam,1924
MTTLCU75Z403JQ,Mattei,Luca,1975
VRDMRA10L219SE,Verdi,Mario,2010
RSSNNA91G456ST,Russo,Anna,1991
LTTXVR47A213IF,Letto,Xavier,1947
MTTMRA58R129ID,Mattei,Mario,1958
RSSPLA85Z403PG,Russo,Paola,1985
MTTLCU5F789VG,Mattei,Luca,2005
DRGGRG23L219CA,Draghi,Giorgio,1923
MLNNRC2G456GD,Melone,Enrica,2002
VRDMRA93L219AU,Verdi,Mario,1993
MTTGRG18G456HL,Mattei,Giorgio,2018
LTTLCU35R129OC,Letto,Lucia,1935
VRDLCU51G456AM,Verdi,Luca,1951
RSSMRA8L219NV,Russo,Mario,2008
LTTNRC40Z403RI,Letto,Enrica,1940
RSSNRC68R129MJ,Rossi,Enrica,1968
LTTLCU9Z403NL,Letto,Luca,2009
RSSNRC57H501EJ,Rossi,Enrica,1957
VRDNRC66Z403IY,Verdi,Enrica,1966
DRGLAI80G456UY,Draghi,Ali,1980
LTTLCU66F789UR,Letto,Lucia,1966
NREMRA46Z403XU,Neri,Mario,1946
VRDLCU38R129AI,Verdi,Luca,1938
XVRLAI91G456AD,Xavier,Ali,1991
DRGLCU67H501GN,Draghi,Lucia,1967
VRDMRM52G456GV,Verdi,Miriam,1952
BCAGRG27H501IG,Abaco,Giorgio,1927
MTTLAI81R129IR,Mattei,Ali,1981
XVRMRM16A213NS,Xavier,Miriam,2016
LTTXVR47L219WX,Letto,Xavier,1947
DRGXVR25G456IB,Draghi,Xavier,1925
VRDNNA75G456JQ,Verdi,Anna,1975
DRGMRM29L219EI,Draghi,Miriam,1929
MTTLCU67H501PS,Mattei,Lucia,1967
BCAPLA89L219TB,Abaco,Paola,1989
BCAPLA73F789UP,Abaco,Paola,1973
RSSGRG92H501IG,Russo,Giorgio,1992
MLNLCU89L219GJ,Melone,Lucia,1989
XVRLCU48F789FG,Xavier,Lucia,1948
LTTNRC12L219CP,Letto,Enrica,2012
RSSNNA35R129FD,Rossi,Anna,1935
BCANRC45Z403DX,Abaco,Enrica,1945
XVRPLA32F789VI,Xavier,Paola,1932
VRDNNA82A213CM,Verdi,Anna,1982
LTTLCU30Z403VA,Letto,Luca,1930
BCAXVR36R129MM,Abaco,Xavier,1936
MLNGRG65L219GE,Melone,Giorgio,1965
XVRLCU43A213YG,Xavier,Lucia,1943
MTTLCU45G456EU,Mattei,Lucia,1945
LTTMRM6L219HN,Letto,Miriam,2006
BCANNA90L219VB,Abaco,Anna,1990
MLNLCU94R129ID,Melone,Luca,1994
VRDPLA84R129BF,Verdi,Paola,1984
LTTXVR23G456YQ,Letto,Xavier,1923
RSSGRG54R129KV,Russo,Giorgio,1954
MLNMRM57H501LA,Melone,Miriam,1957
BCALAI93H501RG,Abaco,Ali,1993
DRGNRC80L219UI,Draghi,Enrica,1980
LTTLAI81H501NB,Letto,Ali,1981
NREPLA86H501YS,Neri,Paola,1986
BCAMRA34F789JC,Abaco,Mario,1934
NREGRG27A213BF,Neri,Giorgio,1927
VRDMRA2H501MJ,Verdi,Mario,2002
RSSNRC22G456EC,Rossi,Enrica,1922
LTTNNA42R129RL,Letto,Anna,1942
RSSMRA76H501OD,Rossi,Mario,1976
RSSXVR95A213WT,Rossi,Xavier,1995
RSSPLA32L219UO,Rossi,Paola,1932
XVRLCU98Z403JF,Xavier,Luca,1998
LTTNRC21L219TS,Letto,Enrica,2021
MTTLAI69F789TB,Mattei,Ali,1969
MLNPLA59L219GR,Melone,Paola,1959
LTTLCU89F789VB,Letto,Lucia,1989
XVRLCU1Z403SC,Xavier,Luca,2001
NREMRA11F789UV,Neri,Mario,2011
XVRPLA23R129MQ,Xavier,Paola,1923
BCAMRM41A213MW,Abaco,Miriam,1941
MTTLCU10G456PI,Mattei,Luca,2010
LTTPLA56A213QD,Letto,Paola,1956
DRGXVR22R129TD,Draghi,Xavier,1922
BCALAI15G456BC,Abaco,Ali,2015
RSSGRG78A213LJ,Russo,Giorgio,1978
DRGMRA58Z403FW,Draghi,Mario,1958
MTTLAI32L219TI,Mattei,Ali,1932
VRDMRA27A213DM,Verdi,Mario,1927
NRELCU79F789XI,Neri,Luca,1979
MLNNNA36L219NO,Melone,Anna,1936
VRDMRM5H501CN,Verdi,Miriam,2005
NREMRA94Z403XP,Neri,Mario,1994
DRGNNA69R129VM,Draghi,Anna,1969
LTTXVR61R129TJ,Letto,Xavier,1961
RSSLCU65G456SB,Rossi,Lucia,1965
NREXVR35R129IA,Neri,Xavier,1935
RSSMRM81R129RG,Russo,Miriam,1981
RSSPLA75G456BH,Rossi,Paola,1975
LTTNNA47F789RU,Letto,Anna,1947
VRDPLA74R129HA,Verdi,Paola,1974
VRDXVR0F789LN,Verdi,Xavier,2000
NRELCU27L219KA,Neri,Lucia,1927
RSSMRM51A213LY,Russo,Miriam,1951
XVRGRG9A213QH,Xavier,Giorgio,2009
LTTMRA13R129GH,Letto,Mario,2013
VRDLCU14F789PI,Verdi,Lucia,2014
LTTNNA37Z403LD,Letto,Anna,1937
MLNXVR74A213YY,Melone,Xavier,1974
XVRGRG7R129YS,Xavier,Giorgio,2007
MLNGRG94A213BN,Melone,Giorgio,1994
MLNLCU69R129QK,Melone,Lucia,1969
RSSPLA49A213NY,Russo,Paola,1949
RSSNNA26A213FV,Russo,Anna,1926
VRDNRC40Z403DA,Verdi,Enrica,1940
VRDNRC23H501JC,Verdi,Enrica,1923
VRDNNA40F789PH,Verdi,Anna,1940
BCALCU7H501PH,Abaco,Lucia,2007
RSSXVR80Z403QW,Russo,Xavier,1980
DRGXVR77A213MU,Draghi,Xavier,1977
DRGNNA23G456DE,Draghi,Anna,1923
DRGNRC43H501YX,Draghi,Enrica,1943
MLNMRA82F789VQ,Melone,Mario,1982
MLNGRG94H501VP,Melone,Giorgio,1994
XVRNNA76A213XF,Xavier,Anna,1976
LTTLCU87H501FT,Letto,Luca,1987
NRENRC36G456WH,Neri,Enrica,1936
DRGMRM10A213EM,Draghi,Miriam,2010
MLNGRG6A213TE,Melone,Giorgio,2006
BCANRC37L219MY,Abaco,Enrica,1937
RSSGRG14L219XG,Rossi,Giorgio,2014
XVRPLA67F789HX,Xavier,Paola,1967
RSSLCU2H501MP,Rossi,Luca,2002
XVRNRC89A213PQ,Xavier,Enrica,1989
BCAGRG90H501RR,Abaco,Giorgio,1990
NREMRM41G456GV,Neri,Miriam,1941
VRDMRM76Z403CJ,Verdi,Miriam,1976
RSSGRG45A213EP,Russo,Giorgio,1945
BCAMRM15A213WQ,Abaco,Miriam,2015
MTTLCU34H501PH,Mattei,Luca,1934
MLNLAI15H501TL,Melone,Ali,2015
BCAMRA14R129HO,Abaco,Mario,2014
NREGRG14G456NB,Neri,Giorgio,2014
NREPLA58L219OB,Neri,Paola,1958
XVRPLA85H501HQ,Xavier,Paola,1985
RSSLAI82H501VD,Rossi,Ali,1982
DRGLCU64A213TN,Draghi,Lucia,1964
DRGLCU60L219FU,Draghi,Lucia,1960
MTTLCU93H501OM,Mattei,Luca,1993
DRGXVR79L219LK,Draghi,Xavier,1979
MTTLCU57G456MU,Mattei,Luca,1957
MLNLCU82F789NY,Melone,Lucia,1982
DRGNRC15R129XN,Draghi,Enrica,2015
MLNMRM67R129KJ,Melone,Miriam,1967
DRGXVR48A213XP,Draghi,Xavier,1948
MTTLAI81H501AS,Mattei,Ali,1981
LTTMRM85A213PT,Letto,Miriam,1985
XVRPLA77R129DP,Xavier,Paola,1977
MLNPLA99F789BO,Melone,Paola,1999
LTTLCU98G456FB,Letto,Lucia,1998
DRGNRC51Z403SP,Draghi,Enrica,1951
RSSNNA42F789SA,Rossi,Anna,1942
MLNLCU9A213JC,Melone,Luca,2009
LTTNNA27H501TQ,Letto,Anna,1927
RSSNNA41F789MR,Russo,Anna,1941
DRGNNA7F789YW,Draghi,Anna,2007
BCAXVR33G456NA,Abaco,Xavier,1933
XVRPLA35H501YL,Xavier,Paola,1935
MTTMRM2G456NY,Mattei,Miriam,2002
LTTNRC14G456CC,Letto,Enrica,2014
BCAXVR73H501HL,Abaco,Xavier,1973
VRDNNA38A213WO,Verdi,Anna,1938
RSSLCU23H501PD,Rossi,Luca,1923
LTTNNA73A213BV,Letto,Anna,1973
MTTLAI12A213VV,Mattei,Ali,2012
VRDPLA40Z403WS,Verdi,Paola,1940
NREPLA46H501NT,Neri,Paola,1946
MTTMRM37G456SM,Mattei,Miriam,1937
DRGGRG13G456UO,Draghi,Giorgio,2013
MLNLCU94A213BH,Melone,Luca,1994
MTTLCU20G456RX,Mattei,Lucia,2020
DRGLAI44L219FL,Draghi,Ali,1944
RSSLAI74G456VL,Rossi,Ali,1974
MTTPLA48A213TV,Mattei,Paola,1948
RSSNRC96G456LF,Rossi,Enrica,1996
XVRMRM3G456PO,Xavier,Miriam,2003
MTTMRA33G456YA,Mattei,Mario,1933
NREMRA49R129SQ,Neri,Mario,1949
XVRPLA75R129VE,Xavier,Paola,1975
NREMRM12F789MU,Neri,Miriam,2012
DRGGRG31Z403PR,Draghi,Giorgio,1931
MLNLCU62F789SS,Melone,Luca,1962
LTTMRM98R129CB,Letto,Miriam,1998
NRELAI84L219SI,Neri,Ali,1984
RSSMRA60Z403SY,Rossi,Mario,1960
BCAPLA49F789YS,Abaco,Paola,1949
LTTMRA93R129UA,Letto,Mario,1993
DRGLCU38Z403XT,Draghi,Lucia,1938
MTTNRC73H501MN,Mattei,Enrica,1973
VRDXVR25A213JG,Verdi,Xavier,1925
LTTNRC27L219LL,Letto,Enrica,1927
RSSGRG48H501QG,Rossi,Giorgio,1948
RSSMRA76R129YM,Rossi,Mario,1976
RSSGRG29L219NG,Russo,Giorgio,1929
MLNLCU70A213YH,Melone,Lucia,1970
MLNNNA63Z403LV,Melone,Anna,1963
RSSPLA59R129LO,Russo,Paola,1959
DRGPLA35G456XE,Draghi,Paola,1935
XVRMRM52A213DE,Xavier,Miriam,1952
RSSNRC22G456PX,Russo,Enrica,1922
XVRNNA33A213CE,Xavier,Anna,1933
VRDLAI60R129AC,Verdi,Ali,1960
BCALCU94H501OD,Abaco,Lucia,1994
XVRLAI37A213GX,Xavier,Ali,1937
BCAGRG41G456WR,Abaco,Giorgio,1941
XVRNRC81L219TC,Xavier,Enrica,1981
MLNMRA24H501EU,Melone,Mario,1924
RSSNNA4R129BA,Russo,Anna,2004
XVRGRG50L219IV,Xavier,Giorgio,1950
MTTLCU36G456IY,Mattei,Luca,1936
LTTGRG33L219WL,Letto,Giorgio,1933
RSSXVR4H501KW,Russo,Xavier,2004
BCALAI42F789LS,Abaco,Ali,1942
BCAPLA43A213OC,Abaco,Paola,1943
NRENNA9F789NU,Neri,Anna,2009
MTTPLA65A213UM,Mattei,Paola,1965
VRDLCU2R129QT,Verdi,Luca,2002
RSSNRC77A213WO,Rossi,Enrica,1977
NRELCU33H501EX,Neri,Luca,1933
LTTXVR77Z403FR,Letto,Xavier,1977
MLNPLA62L219QR,Melone,Paola,1962
DRGXVR23Z403UJ,Draghi,Xavier,1923
MTTPLA77F789NQ,Mattei,Paola,1977
NREXVR79A213RI,Neri,Xavier,1979
XVRNNA66G456LN,Xavier,Anna,1966
MLNLCU16L219AG,Melone,Luca,2016
RSSNRC6H501UR,Russo,Enrica,2006
XVRXVR15G456WO,Xavier,Xavier,2015
BCALAI40L219UO,Abaco,Ali,1940
BCALAI40G456ER,Abaco,Ali,1940
VRDGRG74H501NE,Verdi,Giorgio,1974
MLNLAI3L219WY,Melone,Ali,2003
RSSMRA36L219YP,Russo,Mario,1936
MLNMRA50Z403VX,Melone,Mario,1950
VRDNRC6F789VA,Verdi,Enrica,2006
BCAPLA41A213VV,Abaco,Paola,1941
BCALCU91L219LJ,Abaco,Lucia,1991
LTTNRC71A213DM,Letto,Enrica,1971
DRGMRM67H501IB,Draghi,Miriam,1967
XVRNNA12F789YV,Xavier,Anna,2012
LTTLCU59Z403KL,Letto,Lucia,1959
NREGRG0L219CO,Neri,Giorgio,2000
MLNMRM70R129SP,Melone,Miriam,1970
RSSLAI67R129TL,Rossi,Ali,1967
MTTPLA73G456CA,Mattei,Paola,1973
RSSXVR47Z403AI,Rossi,Xavier,1947
MLNLCU23F789WQ,Melone,Lucia,1923
BCAMRM52L219OG,Abaco,Miriam,1952
RSSPLA51A213WT,Rossi,Paola,1951
NRENRC0H501MV,Neri,Enrica,2000
RSSNNA77G456RB,Russo,Anna,1977
VRDLCU41A213TE,Verdi,Lucia,1941
RSSLCU22G456AN,Rossi,Lucia,1922
MLNLCU92F789YL,Melone,Luca,1992
LTTLCU86H501CD,Letto,Luca,1986
RSSPLA15H501HD,Russo,Paola,2015
DRGLCU60L219FM,Draghi,Lucia,1960
DRGMRM59A213XP,Draghi,Miriam,1959
BCANNA80Z403VO,Abaco,Anna,1980
RSSLCU99H501WM,Russo,Luca,1999
RSSMRA86R129SN,Russo,Mario,1986
RSSLCU87G456UC,Russo,Luca,1987
LTTLCU56Z403IO,Letto,Lucia,1956
BCALCU18H501OB,Abaco,Luca,2018
NRENNA89H501RT,Neri,Anna,1989
RSSPLA27H501QX,Russo,Paola,1927
VRDNRC67G456KF,Verdi,Enrica,1967
VRDLAI2R129NO,Verdi,Ali,2002
LTTGRG69L219VV,Letto,Giorgio,1969
DRGPLA45H501UT,Draghi,Paola,1945
BCAGRG14Z403UK,Abaco,Giorgio,2014
MLNLCU60G456UM,Melone,Luca,1960
BCANRC53G456BR,Abaco,Enrica,1953
RSSXVR51L219ME,Rossi,Xavier,1951
NREMRA16F789OK,Neri,Mario,2016
BCAGRG67G456FL,Abaco,Giorgio,1967
RSSMRM13G456WS,Russo,Miriam,2013
RSSNNA55R129GT,Rossi,Anna,1955
XVRMRA55A213JS,Xavier,Mario,1955
VRDNRC71H501WT,Verdi,Enrica,1971
NRELCU11H501MA,Neri,Lucia,2011
NREMRA94A213IV,Neri,Mario,1994
XVRPLA13A213CS,Xavier,Paola,2013
DRGLCU4Z403KW,Draghi,Luca,2004
NREGRG44A213XJ,Neri,Giorgio,1944
RSSNNA93R129XY,Russo,Anna,1993
DRGMRM52F789TI,Draghi,Miriam,1952
LTTLCU71G456YU,Letto,Luca,1971
VRDMRA58G456TA,Verdi,Mario,1958
MLNGRG98F789SH,Melone,Giorgio,1998
MLNGRG18Z403XR,Melone,Giorgio,2018
RSSLCU26R129OC,Russo,Luca,1926
MTTNNA94Z403YQ,Mattei,Anna,1994
XVRXVR77Z403QU,Xavier,Xavier,1977
RSSLAI75L219WK,Rossi,Ali,1975
MLNPLA90F789LP,Melone,Paola,1990
MLNGRG87R129CF,Melone,Giorgio,1987
VRDLCU42R129JE,Verdi,Lucia,1942
RSSNRC90A213VI,Russo,Enrica,1990
RSSGRG53Z403BH,Rossi,Giorgio,1953
RSSXVR49A213NG,Rossi,Xavier,1949
MTTXVR93H501HI,Mattei,Xavier,1993
BCAPLA43Z403YC,Abaco,Paola,1943
BCAGRG16G456XB,Abaco,Giorgio,2016
LTTPLA80A213II,Letto,Paola,1980
RSSLAI78L219NI,Russo,Ali,1978
BCALAI66F789MJ,Abaco,Ali,1966
BCAMRA34G456BI,Abaco,Mario,1934
DRGMRA47A213IN,Draghi,Mario,1947
RSSLAI24Z403KG,Russo,Ali,1924
MLNGRG32H501UB,Melone,Giorgio,1932
LTTXVR54L219NW,Letto,Xavier,1954
VRDLCU57Z403YF,Verdi,Luca,1957
MTTLCU3H501IB,Mattei,Luca,2003
XVRMRM48G456KG,Xavier,Miriam,1948
LTTGRG97A213EF,Letto,Giorgio,1997
MTTXVR39R129CC,Mattei,Xavier,1939
RSSLAI59F789HC,Rossi,Ali,1959
VRDLCU90L219XL,Verdi,Lucia,1990
RSSNRC56Z403TX,Russo,Enrica,1956
BCANRC10L219OU,Abaco,Enrica,2010
DRGLAI39H501SH,Draghi,Ali,1939
RSSMRM81H501LA,Rossi,Miriam,1981
RSSNRC9Z403FY,Russo,Enrica,2009
MTTLCU41R129PH,Mattei,Luca,1941
RSSLAI95Z403WY,Rossi,Ali,1995
VRDNNA34A213WJ,Verdi,Anna,1934
MLNLAI29Z403FB,Melone,Ali,1929
MLNMRM34F789UL,Melone,Miriam,1934
XVRGRG50F789MA,Xavier,Giorgio,1950
XVRMRA3R129DD,Xavier,Mario,2003
RSSNRC11L219VN,Rossi,Enrica,2011
NREMRA69L219RK,Neri,Mario,1969
DRGGRG10Z403GO,Draghi,Giorgio,2010
RSSNRC37F789QM,Russo,Enrica,1937
MTTMRM99A213SX,Mattei,Miriam,1999
RSSLCU27F789OP,Rossi,Luca,1927
RSSNNA89L219QD,Rossi,Anna,1989
RSSMRM32A213CF,Russo,Miriam,1932
RSSNNA91R129LC,Rossi,Anna,1991
BCALCU76H501YW,Abaco,Luca,1976
MTTLCU44L219VE,Mattei,Luca,1944
LTTPLA77L219IP,Letto,Paola,1977
MLNXVR15G456EU,Melone,Xavier,2015
RSSMRA80G456DD,Russo,Mario,1980
MTTMRM20F789UF,Mattei,Miriam,2020
LTTNRC7H501YB,Letto,Enrica,2007
RSSNRC69F789AU,Rossi,Enrica,1969
VRDXVR4A213JP,Verdi,Xavier,2004
VRDLAI69G456DY,Verdi,Ali,1969
DRGLAI3G456FM,Draghi,Ali,2003
DRGLCU1Z403NG,Draghi,Lucia,2001
NRELCU1F789HN,Neri,Luca,2001
VRDGRG30Z403JB,Verdi,Giorgio,1930
VRDXVR55L219BO,Verdi,Xavier,1955
XVRXVR68L219NG,Xavier,Xavier,1968
VRDNNA14A213DE,Verdi,Anna,2014
MLNNRC34R129OI,Melone,Enrica,1934
DRGMRM46G456KF,Draghi,Miriam,1946
VRDLCU55H501NC,Verdi,Lucia,1955
LTTMRM86L219HC,Letto,Miriam,1986
RSSMRA77F789QY,Russo,Mario,1977
NREXVR61H501KQ,Neri,Xavier,1961
MLNLCU13G456ND,Melone,Luca,2013
XVRGRG68A213XD,Xavier,Giorgio,1968
VRDGRG60H501LS,Verdi,Giorgio,1960
MLNLCU84H501NV,Melone,Luca,1984
NREXVR15Z403AQ,Neri,Xavier,2015
XVRLCU97H501HX,Xavier,Luca,1997
MLNNNA51H501YT,Melone,Anna,1951
LTTPLA51R129IH,Letto,Paola,1951
RSSNNA81F789VP,Russo,Anna,1981
MTTMRA96L219CB,Mattei,Mario,1996
VRDMRM98G456QU,Verdi,Miriam,1998
RSSLAI6H501RE,Rossi,Ali,2006
MLNLCU93A213FH,Melone,Luca,1993
DRGLAI40H501JF,Draghi,Ali,1940
DRGMRM39H501KL,Draghi,Miriam,1939
VRDNRC67R129YP,Verdi,Enrica,1967
VRDNNA30H501UA,Verdi,Anna,1930
MLNPLA17A213JW,Melone,Paola,2017
RSSMRA14A213WU,Russo,Mario,2014
MTTLCU72G456BR,Mattei,Luca,1972
XVRLCU68A213DG,Xavier,Lucia,1968
RSSGRG25H501AM,Rossi,Giorgio,1925
VRDNRC62R129OP,Verdi,Enrica,1962
MLNLAI36A213YP,Melone,Ali,1936
RSSNNA18R129PD,Rossi,Anna,2018
DRGNNA91L219VK,Draghi,Anna,1991
MTTPLA24L219KP,Mattei,Paola,1924
RSSNRC85F789XA,Rossi,Enrica,1985
MLNMRA56F789FW,Melone,Mario,1956
MTTLAI35Z403IO,Mattei,Ali,1935
RSSLCU11F789GT,Russo,Lucia,2011
RSSGRG32L219MA,Russo,Giorgio,1932
LTTNRC72H501QD,Letto,Enrica,1972
XVRLAI78L219HD,Xavier,Ali,1978
XVRXVR11G456VC,Xavier,Xavier,2011
RSSXVR81L219GQ,Russo,Xavier,1981
BCANNA63Z403HG,Abaco,Anna,1963
